video_id,title,published_at,views,likes,comments,tags,duration,duration_seconds,playlist_title
HYD8KjPB9F8,Select Statement in MySQL | Beginner MySQL Series,2023-11-07T13:00:11Z,398307,4925,178,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT11M,660,Data Analyst Bootcamp
wgRwITQHszU,Installing MySQL and Creating Databases | MySQL for Beginners,2023-10-31T12:00:54Z,1146965,14595,1566,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT12M4S,724,Data Analyst Bootcamp
1LG65qXfeQY,Python Beginner to Advanced in One Hour | CareerFoundry Webinar,2023-10-26T16:30:05Z,26735,989,12,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT1H18M29S,4709,
QzLz-W29Tww,How to Start a Data YouTube Channel,2023-10-24T12:00:30Z,9904,436,47,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT10M57S,657,
ukIUVW2E-n0,600k Livestream! | Analyst Builder Giveaways | Songs | My Mom is Joining!,2023-10-20T16:18:10Z,5160,237,11,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",PT1H25M7S,5107,
aofB2t5o2ao,Consulting and Freelancing in Data Analytics | ATA Show: Episode 25,2023-10-17T12:00:04Z,20142,755,269,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT1H14M3S,4443,Alex The Analyst Show
-DwpkgtJjGw,Data Analyst vs Business Analyst,2023-10-13T13:37:21Z,142430,7467,58,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT59S,59,
h4KTy2wxYcQ,First Look at Analyst Builder! | The All-in-One Platform for Data Analysts | Beta Launch Coming Soon,2023-10-10T12:00:36Z,32323,853,212,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT21M51S,1311,
LaRXtE4OG9A,#DataAnalysis #DataAnalyst #DataRealities,2023-10-09T12:11:16Z,31955,1871,26,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT40S,40,
J0PcCv9f4JQ,#DataAnalyst #DataCareers #DataAnalysis,2023-10-05T12:13:45Z,17620,1307,32,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT58S,58,
_DGn-7134i0,"Data Analyst vs Data Engineer | Responsibilities, Salaries, Skills, Education",2023-10-03T12:00:26Z,37642,818,44,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT6M26S,386,
EflE8U30pBo,Data Analyst Q/A Livestream | September Livestream | Ask Me Anything!,2023-09-28T16:09:03Z,9002,284,21,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",PT1H33M41S,5621,Data Analyst Q&A
j_sHaBJEHMk,#Salary #DataAnalyst #SalaryNegotiation,2023-09-28T12:37:36Z,14463,975,7,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT55S,55,
xuyKzpJ2SaY,AI and Analytics with SAS | SAS Explore Recap,2023-09-26T12:00:49Z,24258,511,31,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT2M59S,179,
D0mEy6bJ2lA,My Very First Video,2023-09-25T13:13:18Z,9562,501,29,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT23S,23,
GaoAc3-hScQ,#DataAnalyst #CareerPath,2023-09-22T11:45:01Z,73129,4500,31,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT52S,52,
bxIF9X9k2IE,"Data Analyst vs Data Scientist | Responsibilities, Salaries, Skills, Education",2023-09-19T12:00:34Z,48087,1176,54,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT11M13S,673,
z_xWpa88R0A,#Excel #DataAnalyst #DataAnalysis,2023-09-18T11:38:11Z,17563,1288,21,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT56S,56,
7PoZBuIUnEU,"Data Analyst vs Business Analyst | Responsibilities, Salaries, Skills, Education",2023-09-12T12:00:07Z,47515,1647,101,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT4M54S,294,
fq1-e-GbihE,#DataAnalysis #DataAnalyst,2023-09-07T11:57:32Z,20930,1486,23,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT53S,53,
Xkb6h3YXl_c,Hard Skills vs Soft Skills in the Data World | Which is More Important?,2023-09-05T12:00:34Z,15827,704,30,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT9M42S,582,
qDprq7Xbrqw,"Entry Level vs Mid Level vs Senior Level Data Analyst | Responsibilities, Salary, Education, Skills",2023-08-29T04:00:33Z,45521,1959,113,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT5M23S,323,
UOHxb9ndpMM,#DataAnalyst #DataAnalysis #Promotion,2023-08-28T11:53:52Z,11005,633,10,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT51S,51,
_h_A_n8Z9QQ,#DataAnalyst #DataAnalysis,2023-08-24T11:53:05Z,21032,1400,54,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT1M,60,
_oCUSMX4_3k,Regular Expression Use Cases in Python,2023-08-22T12:00:35Z,11528,269,22,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'python', 'python regular expression', 'regular expression', 'regular expression use cases']",PT12M47S,767,Python Regular Expression
OnS01G8W6nw,Data Analyst Q/A Livestream | August Livestream | Ask Me Anything!,2023-08-18T14:23:24Z,8510,321,25,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",PT1H12M45S,4365,Data Analyst Q&A
ugkyfUTc6AU,#DataAnalystSalary #DataAnalysis,2023-08-17T12:35:34Z,51871,3629,50,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT54S,54,
eON-PNPae8Y,How to Work with Recruiters on LinkedIn,2023-08-15T12:00:34Z,50006,2368,89,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT7M47S,467,
41nX2ZgGzcE,#dataanalysis #dataportfolio,2023-08-14T12:12:00Z,38028,3070,26,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT1M,60,
Le35Qsgs2lM,#wife #careerchange #dataanalysis,2023-08-11T13:13:22Z,21135,1955,52,[],PT59S,59,
nufF-juSZxU,LINK: https://www.youtube.com/playlist?list=PLUaB-1hjhk8FE_XZ87vPPSfHqb6OcM0cF,2023-08-09T13:11:45Z,8358,750,44,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Data Analyst Bootcamp']",PT37S,37,
9NB5u17qiDY,Regular Expression Character Classes in Python,2023-08-08T12:00:05Z,14485,245,13,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'regular expression character classes', 'regular expression', 'python regular expression']",PT10M38S,638,Python Regular Expression
YDvJqgBv0Uc,#Recruiters #dataanalysis #data,2023-08-03T11:56:30Z,17436,1171,24,[],PT58S,58,
j6A28L6Tmxw,Regular Expression Metacharacters in Python,2023-08-01T12:00:26Z,13035,318,9,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'regular expression', 'python regular expression', 'regular expression metacharacters']",PT20M3S,1203,Python Regular Expression
W_s4c1vLGXM,How much do Data Analysts make? #dataanalyst #dataanalystsalary,2023-07-31T13:07:06Z,22074,839,45,[],PT46S,46,
DWte9zjGl0I,Do you need to learn SQL if you can do everything in Python?  #Python #dataanalysis #SQL,2023-07-28T12:48:19Z,63787,3450,47,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT51S,51,
EzeeypMKx7o,Regular Expression Methods in Python,2023-07-25T12:00:19Z,22899,456,14,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Python regular expression', 'regular expression', 'regular expression methods']",PT8M37S,517,Python Regular Expression
OISvlkfbntY,What are Hiring Managers Looking For? | Nail the Interview Process!,2023-07-18T12:00:17Z,44367,1572,76,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT13M42S,822,
8dTpNajxaH0,Scraping Data from a Real Website | Web Scraping in Python,2023-07-11T12:00:07Z,683876,12105,476,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'python', 'python web scraping', 'how to web scrape', 'web scraping in python']",PT25M23S,1523,Data Analyst Bootcamp
oreAsJTNcsA,SQL Beginner to Advanced in One Hour | CareerFoundry Webinar,2023-07-06T17:20:05Z,238752,6636,120,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT1H8M28S,4108,
xjA1HjvmoMY,Find and Find_All | Web Scraping in Python,2023-07-04T12:00:49Z,94167,2378,44,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'python', 'python web scraping', 'web scraping with python', 'find and find_all']",PT12M10S,730,Data Analyst Bootcamp
LO7hzmoHEIE,500k Livestream!!,2023-06-28T17:11:25Z,6283,383,24,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",PT1H43M52S,6232,
bargNl2WeN4,BeautifulSoup + Requests | Web Scraping in Python,2023-06-27T12:00:28Z,227088,3972,79,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'python', 'python web scraping', 'beautifulsoup', 'requests', 'beautifulsoup and requests']",PT6M58S,418,Data Analyst Bootcamp
q-kbzWjyPak,Inspecting Web Pages with HTML | Web Scraping in Python,2023-06-20T12:00:43Z,89784,2184,42,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'python', 'python web scraping', 'web scraping in python']",PT5M55S,355,Data Analyst Bootcamp
PExdWWcxmro,Best Places to Find Datasets for Your Projects,2023-06-13T12:00:16Z,230137,5635,100,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT7M44S,464,
Liv6eeb1VfE,Exploratory Data Analysis in Pandas | Python Pandas Tutorials,2023-06-06T12:00:14Z,201413,4457,244,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'pandas', 'pandas python', 'python pandas', 'pandas tutorial', 'eda in python', 'eda in pandas', 'pandas eda', 'eda pandas', 'exploratory data analysis', 'exploratory data analysis in pandas']",PT32M13S,1933,Data Analyst Bootcamp
fHK4nHbUtj0,Data Analyst Q/A Livestream | May Livestream | Ask Me Anything!,2023-05-30T16:34:20Z,10268,363,20,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",PT1H32M28S,5548,Data Analyst Q&A
5l2d_Rv0odE,What is Microsoft Fabric? | New Data Analytics Platform!,2023-05-29T12:00:07Z,334610,6154,168,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT7M23S,443,
bDhvCp3_lYw,Data Cleaning in Pandas | Python Pandas Tutorials,2023-05-23T12:30:17Z,455098,10646,497,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'pandas', 'pandas tutorials', 'python pandas', 'pandas python', 'data cleaning', 'data cleaning in pandas', 'data cleaning in python', 'how to clean data', 'pandas data cleaning']",PT38M37S,2317,Data Analyst Bootcamp
IMU1V-JugKo,The Ultimate Data Analytics Career Plan for 2023 | CareerFoundry Webinar,2023-05-16T16:18:56Z,59040,1875,52,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT1H10M48S,4248,
FpgkpjSyBOw,State of AI in Analytics | Will AI be the End of Data Analysts?,2023-05-15T12:30:11Z,46679,1381,376,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'AI Analytics', 'Analytics in AI']",PT1H12M32S,4352,Alex The Analyst Show
6jtS3Hz19kc,Google Bard Got An Upgrade! + Google's New AI Announcements!,2023-05-12T12:15:00Z,33389,799,80,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Google Bard', 'Bard', 'Bard AI', 'Bard Google', 'Bard Chatbot', 'Google ChatBot', 'Google I/O Conference', 'Google IO', 'Google I/O', 'Google Conference', 'Google Developer Conference', 'ChatGPT vs Bard', 'Bard vs ChatGPT', 'ChatGPT', 'ChatGPT Competitors']",PT8M41S,521,
JpSMse3eVVg,Creating Visualizations using Pandas Library | Python Pandas Tutorials,2023-05-09T11:30:06Z,100009,2193,47,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'visualizations in pandas', 'pandas', 'pandas tutorials', 'charts in pandas', 'pandas visualization']",PT16M50S,1010,Data Analyst Bootcamp
TPivN7tpdwc,Merging DataFrames in Pandas | Python Pandas Tutorials,2023-05-02T12:06:33Z,158016,3386,84,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'pandas merge', 'merge pandas', 'pandas', 'pandas tutorial', 'join pandas', 'join in pandas', 'concatenate in pandas', 'concatenate pandas']",PT22M9S,1329,Data Analyst Bootcamp
kky9MMydnOA,Data Analyst Q/A Livestream | April Livestream | Ask Me Anything!,2023-04-27T16:32:02Z,10327,338,27,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",PT1H39M4S,5944,Data Analyst Q&A
2izXQUoXyjA,How to Integrate ChatGPT in Jupyter Notebooks for Free!,2023-04-25T11:30:01Z,66262,1253,59,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Chatgpt', 'Jupyter notebooks', 'Add ChatGPT', 'ChatGPT in Jupyter Notebooks']",PT8M1S,481,
zilfrWwbteQ,7 Ways to Use ChatGPT for Analytics | Webinar,2023-04-18T16:18:50Z,39401,1079,31,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT1H8M55S,4135,
PJINexERxOs,Google Business Intelligence Professional Certification Review,2023-04-18T11:30:08Z,46992,1270,74,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Google certifications', 'Google Business Certification', 'Google Business Intelligence Certification on Course', 'Coursera Google Certification']",PT7M4S,424,
gTf2GLEhKgA,Google Advanced Data Analytics Professional Certificate First Look | Is it Worth it?,2023-04-10T11:30:21Z,160908,4547,410,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Google Certification', 'Google Data Analyst', 'Google Data Analyst Certification', 'Google Advanced Data Analyst', 'Google Advanced Data analytics', 'Google Advanced Data Analytics Certification', 'Google Advanced Data Analytics Certification Review']",PT11M35S,695,
VRmXto2YA2I,Group By and Aggregate Functions in Pandas | Python Pandas Tutorials,2023-04-04T11:30:10Z,127510,3059,137,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'pandas', 'pandas group by', 'group by in pandas', 'aggregating in pandas', 'agg pandas', 'pandas agg', 'pangas group_by', 'groupby pandas', 'pandas groupby', 'pandas tutorial', 'python pandas tutorial']",PT11M5S,665,Data Analyst Bootcamp
6yNsc7JVPJE,Top 5 Biggest Mistakes Beginner Data Analysts Make,2023-03-28T11:30:04Z,39804,1797,82,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT8M54S,534,
mBCG9J1TVTc,Indexes in Pandas | Python Pandas Tutorials,2023-03-21T11:30:30Z,80028,1795,53,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'pandas', 'pandas tutorial', 'coding', 'python', 'python pandas', 'index in pandas', 'pandas index', 'index pandas', 'how to use indexes in pandas']",PT11M22S,682,Data Analyst Bootcamp
WizLaDdsHUs,Create the Perfect Data Analyst Resume | Free Templates!,2023-03-14T11:30:10Z,240231,6465,255,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst resume', 'creating a resume', 'resume', 'resume for data analysis', 'resume for data analysts', 'how to create a resume', 'how to create a data analyst resume', 'resume for analysts']",PT17M37S,1057,Data Analyst Bootcamp
kB7FV-ijdqE,Filtering Columns and Rows in Pandas | Python Pandas Tutorials,2023-03-07T12:30:30Z,129211,2664,70,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'pandas', 'pandas python', 'coding', 'filtering pandas', 'ordering pandas', 'how to filter in pandas', 'how to order in pandas', 'pandas order by', 'pandas filter', 'pandas loc', 'pandas iloc']",PT11M49S,709,Data Analyst Bootcamp
dFA0E-6xT_M,Data Analyst Q/A Livestream | March Livestream | Ask Me Anything!,2023-03-02T16:27:46Z,11214,392,33,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",PT1H28M16S,5296,Data Analyst Q&A
dUpyC40cF6Q,Reading in Files in Pandas | Python Pandas Tutorials,2023-02-28T12:30:18Z,262613,4225,125,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Pandas', 'pandas python', 'python pandas', 'pandas tutorials', 'pandas tutorial', 'reading in files', 'python read in files', 'pandas read in file']",PT19M17S,1157,Data Analyst Bootcamp
gs0FNQR0njI,Building an Automated File Sorter in File Explorer using Python | Python Projects for Beginners,2023-02-21T12:32:29Z,85295,1856,100,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'python project', 'python project for beginners']",PT16M51S,1011,Python Projects for Beginners
C75TROiiEa0,ChatGPT for Data Analysts | Best Use Cases + Analyzing a Dataset,2023-02-14T12:30:08Z,449443,8306,221,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Chat gpt', 'Chatgpt', 'Chatgpt for data analysis', 'data analyst using chatgpt', 'chatgpt 3.5', 'chatgpt for data analysts', 'data analyst chatgpt', 'chatgpt data analyst']",PT31M7S,1867,
rGx1QNdYzvs,FREE Data Analyst Bootcamp!!,2023-02-07T12:30:11Z,2151225,50027,1944,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst bootcamp', 'data analytics bootcamp', 'become a data nalyst', 'free bootcamp', 'free data bootcamp', 'free data analyst bootcamp']",PT6M52S,412,Data Analyst Bootcamp
CUBfrdDwznQ,How to Become a Data Analyst in 2023 (Completely FREE!),2023-01-31T12:30:06Z,1397241,45285,1409,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst 2023', 'how to become a data analyst', 'data analyst guide', 'guide to become a data analyst']",PT13M59S,839,Data Analyst Bootcamp
L-QnW_BZT3c,Live Portfolio Review with Alex the Analyst!  | Live Webinar,2023-01-25T17:14:49Z,17828,633,23,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT1H10M17S,4217,
S76iS03nGis,DIY Data Analyst Curriculum using Udemy (Under $75),2023-01-24T12:30:13Z,41738,1478,120,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'diy data analyst curriculum using udemy', 'udemy courses', 'best udemy courses', 'data analyst udemy', 'build your own courses on udemy', 'udemy']",PT12M49S,769,Data Analyst Courses
RBEgsEVO3T8,Reviewing Maven Analytics Free Portfolio Website,2023-01-17T12:30:08Z,29582,863,49,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'maven analytics', 'maven analytics data analyst', 'maven analytics showcase', 'maven analytics portfolio', 'maven analytics portfolio website', 'Portfolio on maven analytics']",PT22M36S,1356,
gCG07l6Fu-U,5 Study Hacks for Beginner Data Analysts! | Live Webinar,2023-01-16T17:25:08Z,46662,1353,36,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT1H17M30S,4650,
DXwFsxCtukg,DIY Data Analyst Curriculum using Coursera in 2023,2023-01-10T12:30:03Z,65698,3029,222,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'coursera', 'data analyst courses', 'best coursera courses', 'diy data analyst curriculum coursera', 'cousera data analyst']",PT12M32S,752,Data Analyst Courses
ey1VNjU0YbM,Building a BMI Calculator with Python | Python Projects for Beginners,2023-01-03T12:30:12Z,105954,2140,92,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'bmi calculator', 'python calculator', 'python bmi calculator', 'how to create a bmi calculator in python', 'how to create a bmi calculator']",PT14M23S,863,Python for Beginners
0MKcCHrTo0c,"Reading, Writing, and Appending Files in Python | Python for Beginners",2022-12-27T13:00:00Z,12547,336,13,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'reading files in python', 'working with files in python', 'appending files in python', 'writing to files in python', 'python files']",PT9M24S,564,
bVJfQAe-UP4,Why I Quit my 125k Analytics Job,2022-12-20T12:00:33Z,158260,8702,856,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'quitting my job', 'why I quit my job', 'why I quit', 'quitting my analytics job', 'why I quit my analytics job', 'why I left', 'why I left my job', 'why I left my analytics job']",PT7M43S,463,
_2OknmkngkQ,Data Analyst Q/A Livestream + Special Guest! | December Livestream,2022-12-17T14:16:05Z,5112,166,15,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",PT1H22M48S,4968,Data Analyst Q&A
B63bN2cLVLM,Converting Data Types in Python | Python for Beginners,2022-12-13T12:00:06Z,63286,1631,40,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data types in python', 'converting data types in python', 'converting data types', 'python converting data types']",PT6M36S,396,Python for Beginners
zvzjaqMBEso,Functions in Python | Python for Beginners,2022-12-06T12:00:36Z,104798,2223,44,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'functions', 'functions in python', 'how to use functions in python', 'python functions']",PT12M44S,764,Python for Beginners
ECduJk00mUU,While Loops in Python | Python for Beginners,2022-11-29T12:00:07Z,100068,2367,40,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'while loops in python', 'python while loops', 'while loops', 'while loop in python', 'how to use a while loop', 'how to use a while loop in python']",PT5M40S,340,Python for Beginners
zmIdC0_0BgY,For Loops in Python | Python for Beginners,2022-11-22T12:00:48Z,91747,2001,37,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'for loops in python', 'for loops', 'how to use for loops', 'how to use for loops in python', 'python for loops', 'for loop', 'for loop in python']",PT9M17S,557,Python for Beginners
eP8-mo5jRrY,Data Analyst Q/A Livestream | November Livestream,2022-11-16T02:06:22Z,6314,199,18,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",PT1H2M17S,3737,Data Analyst Q&A
-BOBedcjySI,If Else Statements in Python | Python for Beginners,2022-11-15T12:00:00Z,77380,1849,33,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'if statements in python', 'if else statements in python', 'if/else statements in python', 'python if else statements', 'if else statements', 'if/else statements', 'if/else python', 'python if/else']",PT6M40S,400,Python for Beginners
lPVke-p4S7s,"Comparison, Logical, and Membership Operators in Python | Python for Beginners",2022-11-08T12:00:35Z,77277,1891,22,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'operators in python', 'logical operators in python', 'python operators', 'membership operators in python', 'comparison operators in python', 'python logical operators', 'python membership operators', 'python comparison operators', 'python for beginners']",PT7M15S,435,Python for Beginners
ppsCxnNm-JI,Data Types in Python | Python for Beginners,2022-11-01T11:00:37Z,182291,3971,89,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Data Types', 'Data Types in Python', 'Python Data Types', 'Types of data in python']",PT21M58S,1318,Python for Beginners
rVhHGPDzEck,Data Analyst Q/A Livestream | October Livestream,2022-10-31T01:22:29Z,5747,181,11,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'livestream']",PT1H14M58S,4498,Data Analyst Q&A
pHOH7UfOhbE,Variables in Python | Python for Beginners,2022-10-25T11:00:27Z,168362,3463,83,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'python variables', 'variables in python', 'how to use variables', 'how to use variables in python', 'variables']",PT13M17S,797,Python for Beginners
sXHIIW3Wt84,300k Livestream! | Giveaways for People in Chat | Bring Your Wine,2022-10-19T10:56:23Z,5279,242,21,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst']",PT1H24M24S,5064,
WUeBzT43JyY,Installing Jupyter Notebooks/Anaconda | Python for Beginners,2022-10-18T11:00:30Z,545630,7737,206,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'python for beginners', 'how to install jupyter notebooks', 'how to install anaconda', 'how to use python', 'python']",PT10M3S,603,Python for Beginners
DVs9u15htXU,Interviewing Tina Huang | Fellow YouTuber and Data Enthusiast,2022-10-13T11:00:07Z,9699,333,21,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Tina Huang', 'Tina Huang YouTube', 'Tina Huang Interview', 'Interviewing Tina Huang']",PT22M6S,1326,
zW3qJUeJLWc,Interviewing Luke Barousse | Arch-Nemesis and Fellow YouTuber,2022-10-11T11:00:42Z,7686,336,31,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Luke barrouse', 'luke barrouse data', 'luke barousse data analyst', 'luke barrouse interview', 'interviewing luke barousse']",PT24M26S,1466,
