video_id;title;published_at;views;likes;comments;duration_seconds;tags_array;published_us_est;published_year;published_month;published_quarter;published_weekday;published_hour;like_ratio;comment_ratio;publish_time_of_day
-BOBedcjySI;If Else Statements in Python | Python for Beginners;2022-11-15 12:00:00;72828;1764;32;400;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","if statements in python","if else statements in python","if/else statements in python","python if else statements","if else statements","if/else statements","if/else python","python if/else"};2022-11-15 07:00:00;2022;11;Q4;Tuesday;7;0.0242;0.0004;Morning
lPVke-p4S7s;Comparison, Logical, and Membership Operators in Python | Python for Beginners;2022-11-08 12:00:35;73162;1807;22;435;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","operators in python","logical operators in python","python operators","membership operators in python","comparison operators in python","python logical operators","python membership operators","python comparison operators","python for beginners"};2022-11-08 07:00:35;2022;11;Q4;Tuesday;7;0.0247;0.0003;Morning
ppsCxnNm-JI;Data Types in Python | Python for Beginners;2022-11-01 11:00:37;170849;3768;86;1318;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Data Types","Data Types in Python","Python Data Types","Types of data in python"};2022-11-01 07:00:37;2022;11;Q4;Tuesday;7;0.0221;0.0005;Morning
WUeBzT43JyY;Installing Jupyter Notebooks/Anaconda | Python for Beginners;2022-10-18 11:00:30;519854;7410;201;603;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","python for beginners","how to install jupyter notebooks","how to install anaconda","how to use python",python};2022-10-18 07:00:30;2022;10;Q4;Tuesday;7;0.0143;0.0004;Morning
DVs9u15htXU;Interviewing Tina Huang | Fellow YouTuber and Data Enthusiast;2022-10-13 11:00:07;9668;333;21;1326;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Tina Huang","Tina Huang YouTube","Tina Huang Interview","Interviewing Tina Huang"};2022-10-13 07:00:07;2022;10;Q4;Thursday;7;0.0344;0.0022;Morning
zW3qJUeJLWc;Interviewing Luke Barousse | Arch-Nemesis and Fellow YouTuber;2022-10-11 11:00:42;7645;335;31;1466;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Luke barrouse","luke barrouse data","luke barousse data analyst","luke barrouse interview","interviewing luke barousse"};2022-10-11 07:00:42;2022;10;Q4;Tuesday;7;0.0438;0.0041;Morning
m1AkWK_ODLM;When Best Friends Work Together (ft. Luke Barousse);2022-10-04 10:30:09;16223;693;84;335;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","working with friends","when best friends work together"};2022-10-04 06:30:09;2022;10;Q4;Tuesday;6;0.0427;0.0052;Morning
Pfq-8pGzgg4;Data Analyst Live Stream | Riding out Hurricane Ian;2022-10-01 01:48:31;6790;212;8;5588;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2022-09-30 21:48:31;2022;9;Q3;Friday;21;0.0312;0.0012;Evening
pixlHHe_lNQ;Full Power BI Guided Project | Microsoft Power BI for Beginners;2022-09-27 10:30:19;552089;10166;535;2557;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","full project in power bi","power bi project","full power bi project","real project in power bi","power bi real project","power bi","power bi tutorial","how to use power bi","power bi guided project","guided project in power bi"};2022-09-27 06:30:19;2022;9;Q3;Tuesday;6;0.0184;0.001;Morning
3NV5Jtbhfcw;Popular Visualizations in Power BI | Microsoft Power BI for Beginners;2022-09-20 10:30:00;168616;3511;76;854;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","power bi","power bi tutorial","how to use power bi","power bi visualization","power bi visualizations","different visualizations in power bi","popular visualizations in power bi"};2022-09-20 06:30:00;2022;9;Q3;Tuesday;6;0.0208;0.0005;Morning
1cfrQLoJMPI;Guided Portfolio Projects on Coursera | Python, SQL, Excel, Power BI, and Tableau;2022-09-13 10:30:00;60332;2177;96;501;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","portfolio projects","portfolio projects for data analysts","data analyst portfolio projects","data science portfolio project","coursera guided projects","coursera portfolio projects"};2022-09-13 06:30:00;2022;9;Q3;Tuesday;6;0.0361;0.0016;Morning
9j_EBt3RNrs;How to use Bins and Lists in Power BI | Microsoft Power BI for Beginners;2022-09-06 10:30:02;141272;2948;58;571;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Bins and Lists","Power BI Bins","Power BI Lists","How to use bins","how to use bins in power bi","how to use lists in power bi","power bi bins and lists"};2022-09-06 06:30:02;2022;9;Q3;Tuesday;6;0.0209;0.0004;Morning
m0h3Ghl6mgY;How to use Conditional Formatting in Power BI | Microsoft Power BI for Beginners;2022-08-30 10:30:10;233171;3484;67;594;{"Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","conditional formatting","conditional formatting in power bi","how to use conditional formatting in power bi","power bi conditional formatting","power bi tutorials","power bi tutorials for beginners"};2022-08-30 06:30:10;2022;8;Q3;Tuesday;6;0.0149;0.0003;Morning
50D__p6jdEI;'Top 8 Mistakes Beginner Data Analyst''s Make | CareerFoundry Webinar';2022-08-24 16:15:29;77572;2069;78;4249;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2022-08-24 12:15:29;2022;8;Q3;Wednesday;12;0.0267;0.001;Afternoon
tRCGGlMI19M;Interviewing Ken Jee | The Face of Data Science on YouTube;2022-08-23 10:30:19;7408;257;15;1735;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Ken Jee","Ken Jee interview","Ken jee data science","ken jee youtube","ken jee data","interviewing ken jee"};2022-08-23 06:30:19;2022;8;Q3;Tuesday;6;0.0347;0.002;Morning
0QZBnhofU_U;CareerFoundry Data Analytics Bootcamp Review | Bootcamp + Intro + Free Course Review;2022-08-16 10:30:00;28799;676;130;1361;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",careerfoundry,"careerfoundry review","careerfoundry analytics","careerfoundry data analytics review","careerfoundry data analyst bootcamp","careerfoundry bootcamp review"};2022-08-16 06:30:00;2022;8;Q3;Tuesday;6;0.0235;0.0045;Morning
ulFY20KTzFQ;How to use Drill Down in Power BI | Microsoft Power BI for Beginners;2022-08-09 10:30:11;275967;4553;94;362;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","drill down","drill down in power bi","how to drill down","how to use drill down","how to use drill down in power bi","power bi drill down","power bi drill down to another visual"};2022-08-09 06:30:11;2022;8;Q3;Tuesday;6;0.0165;0.0003;Morning
PEc29sRZoTM;Best Courses for Alternative Analyst Jobs | Marketing Analyst, Business Analyst, Financial Analyst;2022-08-02 10:30:05;20876;876;75;566;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","courses for business analysts","courses for financial analysts","courses for sports analysts","courses for data analysts","courses for analysts","sports analyst","marketing analyst","marketing analyst courses","sports analyst courses","financial anlyst","financial analyst courses","business analyst","business analyst courses"};2022-08-02 06:30:05;2022;8;Q3;Tuesday;6;0.042;0.0036;Morning
vcijg0gUXSg;How to use DAX in Power BI | Microsoft Power BI for Beginners;2022-07-26 10:30:12;297874;5522;232;944;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","power bi tutorial","tutorial for power bi","power bi","power bi tutorial for beginners","beginner power bi","power bi beginner","power bi beginner tutorial","what is power bi","power bi beginner to expert","using dax in power bi","power bi dax","dax in power bi","how to use dax"};2022-07-26 06:30:12;2022;7;Q3;Tuesday;6;0.0185;0.0008;Morning
gCg47n_TlFc;Tech Layoffs and Hiring Freezes | The Great Resignation | Alex The Analyst Show | Episode 23;2022-07-19 10:30:06;22051;613;123;2954;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","tech layoffs","hiring freezes",tech,"great resignation","the great resignation"};2022-07-19 06:30:06;2022;7;Q3;Tuesday;6;0.0278;0.0056;Morning
sW5LoDA1ssM;How to Create and Manage Relationships in Power BI | Microsoft Power BI for Beginners;2022-07-12 10:30:22;377542;6174;158;516;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","power bi tutorial","tutorial for power bi","power bi","power bi tutorial for beginners","beginner power bi","power bi beginner","power bi beginner tutorial","what is power bi","power bi beginner to expert","Power bi relationships","Power bi modeling","modeling data in power bi","creating relationships in power bi"};2022-07-12 06:30:22;2022;7;Q3;Tuesday;6;0.0164;0.0004;Morning
4nsdARJGzJ0;Machine Learning Specialization on Coursera | Review;2022-07-05 10:30:01;26360;814;63;895;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Machine Learning","Machine Learning Python","Machine Learning Specialization","Machine Learning Coursera","Machine Learning Course","Best Machine Learning course"};2022-07-05 06:30:01;2022;7;Q3;Tuesday;6;0.0309;0.0024;Morning
aLp-6C-p-T0;Why You Need to Stop Taking Courses (From an Ex-Course Addict);2021-07-13 11:30:00;130951;5625;362;211;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","data analyst courses","data science courses","data scientist courses","stop taking courses","why you should stop taking courses","are courses bad"};2021-07-13 07:30:00;2021;7;Q3;Tuesday;7;0.043;0.0028;Morning
_QvQxm4dptI;Meta Marketing Analytics Professional Certificate on Coursera | Review;2022-06-28 10:30:07;39515;1008;105;1146;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",Meta,"Meta Marketing","Meta Marketing Analytics","Meta marketing course","Meta marketing analytics professional certificate","Certification by meta","Meta Certification","Meta Marketing Certification","Meta Marketing Analytics Review","Meta Marketing Analytics Certification"};2022-06-28 06:30:07;2022;6;Q2;Tuesday;6;0.0255;0.0027;Morning
HX2TabgkzHo;'Google''s Secret Hiring Platform | Found in the Google Data Analytics Certification';2022-06-21 10:30:09;45760;1640;132;612;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",foobar,"foobar challenge","google hiring platform","secret google hiring platform","secret hiring platform google","google hiring","how google hires employees","how google hires data"};2022-06-21 06:30:09;2022;6;Q2;Tuesday;6;0.0358;0.0029;Morning
gP-AxNi6uxo;How to use Power Query in Power BI | Microsoft Power BI for Beginners;2022-06-14 10:30:08;499344;7482;124;787;{"Data Analyst Career","Data Analytics","Alex The Analyst","power bi tutorial","tutorial for power bi","power bi","power bi tutorial for beginners","beginner power bi","power bi beginner","power bi beginner tutorial","what is power bi","power bi beginner to expert","power query","power query editor","power query editor in power bi","power query editor in power bi deskptop","how to use power query","how to use power query editor in power bi"};2022-06-14 06:30:08;2022;6;Q2;Tuesday;6;0.015;0.0002;Morning
KB2CtEDrglY;Automating Crypto Website API Pull Using Python | Data Analyst Project;2022-06-07 10:30:10;84030;1373;124;3074;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","crypto project","pulling data from an api","how to use an api","using api to pull data",crypto,"data analyst project","data analyst automation","python automation","automating data pull in python","python automation job","python automation crypto"};2022-06-07 06:30:10;2022;6;Q2;Tuesday;6;0.0163;0.0015;Morning
2HfSFdPEFRg;How to use a Public API | Using a Public API with Python;2022-05-31 10:30:01;61967;1850;91;841;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","how to use an api","using an api","public api","how to use a public api"};2022-05-31 06:30:01;2022;5;Q2;Tuesday;6;0.0299;0.0015;Morning
g0m5sEHPU-s;How to Install Power BI | Building First Visualization | Microsoft Power BI for Beginners;2022-05-24 10:30:06;751908;12141;315;770;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","power bi tutorial","tutorial for power bi","power bi","power bi tutorial for beginners","beginner power bi","power bi beginner","power bi beginner tutorial","what is power bi","power bi beginner to expert"};2022-05-24 06:30:06;2022;5;Q2;Tuesday;6;0.0161;0.0004;Morning
Q7i6zxHVj2Q;MySQL vs Postgresql vs Microsoft SQL Server Management Tools | Which Option is Best?;2022-05-17 10:30:06;162846;3311;286;965;{"Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",mysql,postresql,"sql server","Microsoft sql server","difference between mysql and postgresql","mysql vs postgresql","mysql vs postgresql vs sql server","mysql vs postgresql vs Microsoft sql server","different types of sql","best type of sql","is mysql good","is postgresql good","best sql type","best version of sql","sql types"};2022-05-17 06:30:06;2022;5;Q2;Tuesday;6;0.0203;0.0018;Morning
ddn-2r1j_OU;Top 3 Tips to Stop Procrastinating to be Successful;2022-05-10 10:30:05;33544;1673;155;400;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","how to stop procrastinating","data analyst procrastination","stop procrastinating","how to be successful","tips to stop procrastinating"};2022-05-10 06:30:05;2022;5;Q2;Tuesday;6;0.0499;0.0046;Morning
Pf-9pjJK1e0;'SQL vs NoSQL | What''s the Difference?';2022-05-03 10:30:03;65865;1929;67;355;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","sql vs nosql",nosql,"nosql database","what is nosql","what is sql"};2022-05-03 06:30:03;2022;5;Q2;Tuesday;6;0.0293;0.001;Morning
-bSkREem8dM;Database vs Data Warehouse vs Data Lake | What is the Difference?;2022-04-26 10:30:00;929621;23896;339;322;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","database vs data warehouse","database vs data lake","database vs data warehouse vs data lake","data base vs data lake vs data warehouse","database vs data lake vs data warehouse","data warehouse","data lake","what is a database","what is a data warehouse","what is a data lake","what is a data lake vs data warehouse","data warehouse vs data lake"};2022-04-26 06:30:00;2022;4;Q2;Tuesday;6;0.0257;0.0004;Morning
xKdtP3IZbnU;How I Manage My Time Working 60+ Hours Per Week | Alex The Analyst Show | Episode 22;2022-04-20 10:30:09;11990;325;160;2610;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","how to manage time","how to manage work","working 60 hours","how to manage working 60 hours","how to manage working two jobs"};2022-04-20 06:30:09;2022;4;Q2;Wednesday;6;0.0271;0.0133;Morning
2JnlQ8jwWbE;Things I HATE About Being a Data Analyst;2022-04-12 10:30:00;36612;1515;200;634;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","why i hate data analytics","do people like being data analysts","data analyst cons","cons of being a data analyst","data analyst job satisfaction"};2022-04-12 06:30:00;2022;4;Q2;Tuesday;6;0.0414;0.0055;Morning
hNTNZ00cZig;Best Website to Practice Technical Interview Questions;2022-04-05 10:30:07;20276;687;56;1305;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","technical interview questions","technical interview for data analysts","data analyst technical interview questions",stratascratch,"where to study technical interview questions","data analyst interview questions","data analyst interview"};2022-04-05 06:30:07;2022;4;Q2;Tuesday;6;0.0339;0.0028;Morning
gz2j5NBESSs;Pros and Cons of Working Remote | Alex The Analyst Show | Episode 21;2022-03-29 10:30:17;7172;276;159;2930;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","working remote","pros and cons of working remote","pros of working remote","cons of working remote","is working remote good","working remotely"};2022-03-29 06:30:17;2022;3;Q1;Tuesday;6;0.0385;0.0222;Morning
opJgMj1IUrc;Full Project in Excel | Excel Tutorials for Beginners;2022-03-22 10:30:15;1020533;21133;1187;2450;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","excel tutorial","excel for data analysts","excel for data science","excel project","excel project for data analyst"};2022-03-22 06:30:15;2022;3;Q1;Tuesday;6;0.0207;0.0012;Morning
yRWkSKRYCaI;Top 5 Non-Technical Skills for Data Analysts;2022-03-15 10:30:18;22241;820;72;990;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","soft skills","soft skills for data analyst","soft skills for data science","soft skills for data analysts","non-technical skills","non-technical skills for data science","non-technical skills for data analysts"};2022-03-15 06:30:18;2022;3;Q1;Tuesday;6;0.0369;0.0032;Morning
_jmiEGZ6PIY;Cleaning Data in Excel | Excel Tutorials for Beginners;2022-03-01 11:30:14;685109;13797;343;1264;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","data cleaning in excel","excel for data analysts","data cleaning","excel data cleaning","how to clean data in excel","cleaning data in excel",excel};2022-03-01 06:30:14;2022;3;Q1;Tuesday;6;0.0201;0.0005;Morning
4A8LV6fObYA;Tableau Data Analyst Certification Review;2022-02-22 11:30:01;71291;1670;129;769;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",tableau,"tableau certifications","tableau data analyst","tableau data analyst certification","certifications for tableau","certification for Tableau","tableau in 2022","should I learn tableau","tableau in 2021"};2022-02-22 06:30:01;2022;2;Q1;Tuesday;6;0.0234;0.0018;Morning
MPENhkuSo0Q;Job Title Alternatives for Data Analysts;2022-02-15 11:30:07;26544;1022;94;732;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","data analyst job title","data analyst alternatives","alternatives to data analyst","alternative job titles for data analysts","job title alternatives for data analysts"};2022-02-15 06:30:07;2022;2;Q1;Tuesday;6;0.0385;0.0035;Morning
3irO29PJQHs;Best Coursera Courses for Data Analysts in 2022;2022-02-08 11:30:01;124352;5831;219;572;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",coursera,"coursera for data analyst","data analyst courses","data analyst courses on coursera","data analyst coursera","data science coursera","data analyst courses coursera","coursera courses for data analysts","data scientist courses","data science courses"};2022-02-08 06:30:01;2022;2;Q1;Tuesday;6;0.0469;0.0018;Morning
uHJFJUIYNAo;Understanding Your Data Analyst Salary Offer | What To Know Before Accepting;2022-02-01 11:30:10;21165;719;61;450;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","data analyst salary","salary for data analyst","salary negotiations","tech salary","analyst salary"};2022-02-01 06:30:10;2022;2;Q1;Tuesday;6;0.034;0.0029;Morning
gMAHXrty6wI;Charts in Excel | Excel Tutorials for Beginners;2022-01-25 11:30:18;180877;4320;89;911;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","excel tutorials","excel for data analysis","excel for data analysts","how to use excel","excel for data science","excel tutorials for beginners","excel for beginners","charts in excel","how to use charts in excel","excel charts"};2022-01-25 06:30:18;2022;1;Q1;Tuesday;6;0.0239;0.0005;Morning
BIUFr9srS78;How I became a Data Analytics Manager | Alex The Analyst Show | Episode 20;2022-01-18 11:30:02;23485;864;361;2944;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","how i became a data analyst","how I became a data manager","how I became an analytics manager","data analyst salary","analytics manager salary","analytics manager"};2022-01-18 06:30:02;2022;1;Q1;Tuesday;6;0.0368;0.0154;Morning
FnTunxd8tAM;Top 5 Major Red Flags in Job Descriptions;2021-11-18 11:30:08;18446;957;71;421;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","red flags","red flags in jobs","major red flags","red flags in data analyst jobs","red flags in data science jobs","big red flags","red flags in job interviews"};2021-11-18 06:30:08;2021;11;Q4;Thursday;6;0.0519;0.0038;Morning
_eZRkmRfVTM;Conditional Formatting in Excel | Excel Tutorials for Beginners;2022-01-11 11:30:08;250405;5119;124;1259;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","excel tutorials","excel for data analysis","excel for data analysts","how to use excel","excel for data science","excel tutorials for beginners","excel for beginners","conditional formatting","conditional formatting in excel","how to use conditional formatting"};2022-01-11 06:30:08;2022;1;Q1;Tuesday;6;0.0204;0.0005;Morning
s3JmRxs53W4;150k Subscriber Livestream!!;2022-01-10 14:59:31;3497;159;7;5138;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","Alex the analyst live stream","150k live stream","Data Analyst live","Data Analyst live stream"};2022-01-10 09:59:31;2022;1;Q1;Monday;9;0.0455;0.002;Morning
yDG5KiiOZcQ;How To Become A Data Analyst In 2022;2022-01-04 11:30:11;498366;21914;630;780;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","how to become a data analyst in 2022","how to become a data analyst","data analyst guide","data analyst tutorials","become a data analyst","how to get into data analytics","how to get an analytics job","analytics job","getting a data analyst job","data analytics job","life as a data analyst"};2022-01-04 06:30:11;2022;1;Q1;Tuesday;6;0.044;0.0013;Morning
Z7hPEwCzk2s;XLOOKUP in Excel | Excel Tutorials for Beginners;2021-12-28 11:30:06;302103;6141;244;1127;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","excel tutorials","excel for data analysis","excel for data analysts","how to use excel","excel for data science","excel tutorials for beginners","excel for beginners",xlookup,"xlookup in excel","how to use xlookup","how to use xlookup in excel","xlookup tutorial"};2021-12-28 06:30:06;2021;12;Q4;Tuesday;6;0.0203;0.0008;Morning
XRPyj7cKVsQ;Formulas in Excel | Excel Tutorials for Beginners;2021-12-21 11:30:07;492787;10127;504;2034;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","excel tutorials","excel for data analysis","excel for data analysts","how to use excel","excel for data science","excel tutorials for beginners","excel for beginners",formulas,"formulas in excel","excel formulas","excel formulas for beginners"};2021-12-21 06:30:07;2021;12;Q4;Tuesday;6;0.0206;0.001;Morning
lH7HfwUFnYA;Pivot Tables in Excel | Excel Tutorials for Beginners;2021-12-14 11:30:07;979370;19374;461;1055;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","excel tutorials","excel for data analysis","excel for data analysts","how to use excel","excel for data science","excel tutorials for beginners","pivot tables in excel","excel for beginners","how to use a pivot table","how to use a pivot table in excel","pivot table excel"};2021-12-14 06:30:07;2021;12;Q4;Tuesday;6;0.0198;0.0005;Morning
6lQzbk6_OTw;Top 3 Data Analyst Skills in 2020;2020-01-17 14:31:39;31052;1467;141;160;{"Top skills for data analyst","Top 3 skills for Data Analyst","How to become a data analyst","Data analyst","Data Analyst Skills","Top Data Analyst Skills","Data Analyst Skills for beginner","Skills to become data analyst"};2020-01-17 09:31:39;2020;1;Q1;Friday;9;0.0472;0.0045;Morning
zOR0-nygfDE;Full Beginner Project in Tableau | Tableau Tutorials for Beginners;2021-12-07 11:30:11;344034;6589;501;2658;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","tableau tutorial","tableau tutorials","tableau tutorial for beginners","tableau tutorials for beginner","tableau tutorials for data analysts","tableau tutorials for data scientists","tableau basic","tableau basics","tableau projects","Tableau joins","joins in tableau","Tableau project","tableau portfolio project","projects in tableau","project for tableau"};2021-12-07 06:30:11;2021;12;Q4;Tuesday;6;0.0192;0.0015;Morning
A4SVUF-fTwc;How to use Joins in Tableau | Tableau Tutorials for Beginners;2021-11-23 11:30:02;172689;4414;72;869;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","tableau tutorial","tableau tutorials","tableau tutorial for beginners","tableau tutorials for beginner","tableau tutorials for data analysts","tableau tutorials for data scientists","tableau basic","tableau basics","tableau projects","Tableau joins","joins in tableau"};2021-11-23 06:30:02;2021;11;Q4;Tuesday;6;0.0256;0.0004;Morning
-_z_aphWSEo;Truth About My Job (Song) - As a Data Analyst;2021-11-08 11:30:01;11186;895;105;198;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","truth about my job song","truth song","truth about data analytics","reality of data analytics","reality of data science","data science song","data science songs","song about data","data song","songs about data science","truth about data analyst job","truth about data science song"};2021-11-08 06:30:01;2021;11;Q4;Monday;6;0.08;0.0094;Morning
pL0jEjeM5hI;How to Grow Your Analytics Career | Alteryx Webinar Oct 2021 | Tips to Break Into Analytics;2021-10-26 10:00:23;11440;343;34;1220;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",alteryx,webinar,"alteryx webinar","how to become a data analyst","breaking into the data analyst field","data analytics","alteryx data analyst"};2021-10-26 06:00:23;2021;10;Q4;Tuesday;6;0.03;0.003;Morning
eg_5EAUXs5o;Choosing a Domain to Make More Money;2021-10-19 10:00:16;20697;990;77;521;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","domain knowledge","data science domain","data analyst domain","is domain knowledge important","domain knowledge to make more money","domain vs technical skills","choosing a domain","how to choose a domain"};2021-10-19 06:00:16;2021;10;Q4;Tuesday;6;0.0478;0.0037;Morning
ebjDwX8sUMk;How to Create Visualizations in Tableau | Tableau Tutorials for Beginners;2021-10-05 11:30:14;214350;4656;213;845;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","tableau tutorial","tableau tutorials","tableau tutorial for beginners","tableau tutorials for beginner","tableau tutorials for data analysts","tableau tutorials for data scientists","tableau basic","tableau basics","tableau projects"};2021-10-05 07:30:14;2021;10;Q4;Tuesday;7;0.0217;0.001;Morning
f6qxxtWkaUg;How to use Calculated Fields and Bins in Tableau | Tableau Tutorials for Beginners;2021-09-28 11:30:07;276822;5712;101;385;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","tableau tutorial","tableau tutorials","tableau tutorial for beginners","tableau tutorials for beginner","tableau tutorials for data analysts","tableau tutorials for data scientists","tableau basic","tableau basics","tableau projects"};2021-09-28 07:30:07;2021;9;Q3;Tuesday;7;0.0206;0.0004;Morning
6xv1KvCMF1Q;How to Install Tableau and Create First Visualization | Tableau Tutorials for Beginners;2021-09-21 11:30:01;886479;19543;449;1024;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","tableau tutorial","tableau tutorials","tableau tutorial for beginners","tableau tutorials for beginner","tableau tutorials for data analysts","tableau tutorials for data scientists","tableau basic","tableau basics","tableau projects"};2021-09-21 07:30:01;2021;9;Q3;Tuesday;7;0.022;0.0005;Morning
465x3JmMJYU;How NOT to Become a Data Analyst (Funny?);2021-09-07 11:30:01;17495;711;114;291;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","how not to become a data analyst","how to become a data analyst","becoming a data analyst","how to be a data analyst","Data analyst for beginners","how to get a data analyst job"};2021-09-07 07:30:01;2021;9;Q3;Tuesday;7;0.0406;0.0065;Morning
Ns1ZpTxQnUE;100k Subscriber Play Button Unboxing;2021-08-31 11:30:04;2685;238;96;396;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","100k subscriber","silver play button","100k subscriber play button unboxing","silver play button unboxing","100k subs alex the analyst","alex the analyst 100k"};2021-08-31 07:30:04;2021;8;Q3;Tuesday;7;0.0886;0.0358;Morning
HiOtQMcI5wg;Amazon Web Scraping Using Python | Data Analyst Portfolio Project;2021-08-24 11:30:01;310623;6801;704;2834;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","data analyst portfolio projects","python web scraping","scraping data from amazon","web scraping with python","web scraping with beautifulsoup","web scraping data analysis","scraping data using beautifulsoup and requests","data analyst project"};2021-08-24 07:30:01;2021;8;Q3;Tuesday;7;0.0219;0.0023;Morning
CUa30M_FPhk;Interviewing with PwC for a Senior Data Analyst Position;2021-08-17 11:30:01;99711;2631;157;1389;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst","interviewing at pwc","pwc interview",pwc,"how to pass an interview at pwc","what is interviewing like at pwc","interview at pwc","pwc interviewing"};2021-08-17 07:30:01;2021;8;Q3;Tuesday;7;0.0264;0.0016;Morning
