video_id;title;published_at;views;likes;comments;duration_seconds;tags_array;published_us_est;published_year;published_month;published_quarter;published_weekday;published_hour;like_ratio;comment_ratio;publish_time_of_day
eTsHJoMmhYQ;Covid and the Data Analyst Job Market | Alex The Analyst Show | Episode 4;2020-10-01 13:53:17;7378;254;161;1566;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics",Covid,"data analyst job market","data analyst covid","data analyst coronavirus","how covid affects tech","covid and the job market","job market for data analysts"};2020-10-01 09:53:17;2020;10;Q4;Thursday;9;0.0344;0.0218;Morning
8SolrjsGqzE;Self Taught vs Boot Camp vs Degree | Alex The Analyst Show | Episode 3;2020-09-24 15:29:17;45859;1523;717;1680;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","boot camp","data analyst boot camp","data analyst bootcamp","bootcamp vs degree","self taught vs boot camp","self taught data analyst","self taught vs degree","degree for data analyst","degrees for data analyst","should data analysts do bootcamps","best degree for data analyst","self taught vs boot camp vs degree","self taught vs bootcamp vs college"};2020-09-24 11:29:17;2020;9;Q3;Thursday;11;0.0332;0.0156;Morning
SKsjWzzz4mY;'Top 5 Reasons You''ll Be a Good Data Analyst';2020-09-22 13:03:29;14878;618;82;224;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","\"reason youll be a good data analyst\"","will I be a good data analyst","should I become a data analyst","should I be an analyst","reasons you should become an analyst","reasons you should become a data analyst","reasons I should become a data analyst","Reason to become an analyst","Reason to become a data analyst","is data analtyics for me","is data analytics right for me"};2020-09-22 09:03:29;2020;9;Q3;Tuesday;9;0.0415;0.0055;Morning
Z2AachB309o;How I Changed Careers to Become a Data Analyst | Alex The Analyst Show | Episode 2;2020-09-10 13:16:00;418276;12167;3823;2454;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Switching Careers to Become a Data Analyst","How I became a Data Analyst","Switch Careers to Data Analyst","How to Become Data Analyst from Different Job","Entry Level Data Analyst","Career Change to Data Analyst","how to switch careers to become a data analyst","changing careers to data analyst","data analyst career change","becoming a data analyst"};2020-09-10 09:16:00;2020;9;Q3;Thursday;9;0.0291;0.0091;Morning
LJtFgnHGAos;Data Analyst Q&A LIVE;2020-05-31 13:54:38;12047;271;54;3105;{"Data Analyst","Data Analyst Q&A","Data Analyst questions","Data Analyst Questions and Answers","Data Analyst live","Data Analyst live interview","Data Analyst Interview","Data Analyst Covid","Data Analyst Internship","Data Analyst coronavirus","Data Analyst Job","Data analyst career","Data Analyst for beginners"};2020-05-31 09:54:38;2020;5;Q2;Sunday;9;0.0225;0.0045;Morning
_gP-DH0iZLw;Top 5 Reasons Data Analytics is a Good Career Choice;2020-09-08 14:15:55;44766;1315;73;173;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data analyst career","Data Analytics career","Reason why data analytics is a good career choice","is data analyst a good career","is data analytics for me","is data analytics a good career","Data Analytics job","Reasons why data analyst is a good career","Data analyst is a good career","is being a data analyst a good career","is data analyst right for me","is data analyst a good job"};2020-09-08 10:15:55;2020;9;Q3;Tuesday;10;0.0294;0.0016;Morning
CsMh7Ykmnw4;Top 5 Reasons Not to Lie on Your Resume;2020-09-01 12:29:45;12528;211;119;237;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","lying on your resume","reasons to lie on a resume","reasons not to lie on a resume","reasons to lie on my resume","should I lie on my resume","Should I lie on a resume","Data Analyst jobs","Data Analyst resume","Resumes for Data Analysts","Lie on resume"};2020-09-01 08:29:45;2020;9;Q3;Tuesday;8;0.0168;0.0095;Morning
5MZo2RoS8Yo;Data Analyst Career Path | How to Become a Data Analyst + What to Do Next;2020-08-20 13:46:16;131631;4651;270;522;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","data analyst career path","career path","data science career path","path to be come data analyst","path to become a data analyst","career path for data analyst","Data Analyst Project","Data Analyst Projects","Data Analyst Skills"};2020-08-20 09:46:16;2020;8;Q3;Thursday;9;0.0353;0.0021;Morning
M2ySRYpo9S0;Top 5 Reasons Not to Become a Data Analyst;2020-08-12 14:52:19;927272;19756;1047;318;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","reasons not to become a data analyst","do not become a data analyst","top 5 reasons not to become a data analyst","reasons to not become a data analyst","should I become a data analyst"};2020-08-12 10:52:19;2020;8;Q3;Wednesday;10;0.0213;0.0011;Morning
ncXgqGePvwI;Data Analyst Bootcamps | Are They Worth It?;2020-08-05 13:14:01;35247;581;93;346;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data analyst bootcamps","bootcamps for data analysts","Data science bootcamps","Are bootcamps worth it","Should I do a bootcamp","Should I do a data analyst bootcamp"};2020-08-05 09:14:01;2020;8;Q3;Wednesday;9;0.0165;0.0026;Morning
ywZXpfdqg1o;What Does a Data Analyst Actually Do?;2020-07-29 13:48:00;1046811;20148;515;258;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","what does a data analyst do","what do data analysts actually do","what do data analysts do","what does a data analyst actually do","data analyst job description","data analyst skills","data analyst qualifications","data analyst salary","data analyst overview","What a data analyst does","Data Analyst Cleaning data","Data Analyst visualization"};2020-07-29 09:48:00;2020;7;Q3;Wednesday;9;0.0192;0.0005;Morning
IqQCBytyATo;Data Analyst Question and Answer | Answering Your YouTube Questions;2020-07-22 14:35:55;4947;179;67;349;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data analyst with no degree","Data Analyst questions","Data Analyst coaching","Data Analyst q and a","Data Analyst Q&A","Data Analyst Question and Answer"};2020-07-22 10:35:55;2020;7;Q3;Wednesday;10;0.0362;0.0135;Morning
MpIi4HtCiVk;Scraping Data Off Twitter Using Python | Twitterscraper + NLP + Data Visualization;2020-07-15 14:00:20;55438;1390;158;402;{"Data Analyst","How to become a data analyst",Twitterscraper,"scraping data from websites using python","Web scraping python","Scraping data off twitter","Twitter python","Python project for data analysts","Web Scraping Python","Data Analyst web scraping","Data Analyst NLP","Web Scraping for data analysts","how to scrape data from twitter using python","how to scrape data from twitter",twitterscraper,"twitterscraper python","twitterscraper tutorial","Data Analyst data visualization"};2020-07-15 10:00:20;2020;7;Q3;Wednesday;10;0.0251;0.0029;Morning
G4syHs3M82E;Data Analyst vs Business Analyst | Which Is Right For You?;2020-07-03 14:17:52;792096;19867;591;280;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst Job Description","Data Analyst Salary","Data Analyst skills","data analyst for freshers","business analyst job description","business analyst","business analyst salary","business analyst career","business analyst vs data analyst","data analyst vs business analyst","business analyst for beginners","business analyst qualifications"};2020-07-03 10:17:52;2020;7;Q3;Friday;10;0.0251;0.0007;Morning
appOFpF2pFg;Best Free Online Courses for Data Analysts;2020-06-23 13:55:50;58084;2758;95;299;{"Data Analyst","Data Analytics","Data Analyst with no experience","Data Analyst Courses","Courses for data analysts","Best data analyst courses","best courses for data analysts","Data Science Courses","Courses for Data Scientists","Python courses for data analysts","SQL courses for data analysts","udemy courses for data analysts","best online courses for data analysts","free data analyst courses","best data analyst courses","best free data analyst courses","courses for data analysts"};2020-06-23 09:55:50;2020;6;Q2;Tuesday;9;0.0475;0.0016;Morning
B2SPC3Wz1R8;Best Online Courses for Data Analysts;2020-06-17 14:57:22;188341;9579;426;525;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data Analyst Courses","Courses for data analysts","Best data analyst courses","best courses for data analysts","Data Science Courses","Courses for Data Scientists","Python courses for data analysts","SQL courses for data analysts","udemy courses for data analysts","Coursera courses for data analysts","best online courses for data analysts"};2020-06-17 10:57:22;2020;6;Q2;Wednesday;10;0.0509;0.0023;Morning
fUpChfNN5Uo;Data Scientist vs Data Analyst | Which Is Right For You?;2020-06-10 15:49:15;796466;24395;861;467;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Scientist","Data scientist vs data analyst","data analyst vs data scientist","data scientist job","data scientist salary","Data scientist job description","Data Analyst Job Description","Data Analyst Salary","Data Analyst skills","data scientist career","Data scientist or data analyst","data analyst or data scientist","data analyst for freshers","data scientist for freshers"};2020-06-10 11:49:15;2020;6;Q2;Wednesday;11;0.0306;0.0011;Morning
Dk7he_yEs4U;Intermediate SQL Tutorial | Aliasing;2020-06-04 14:00:10;155782;4098;105;372;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data analyst with no degree","SQL aliasing","Aliasing in SQL","Data analyst SQL"};2020-06-04 10:00:10;2020;6;Q2;Thursday;10;0.0263;0.0007;Morning
ziurEoqEcO4;Data Analyst Interviews | Salary Negotiation;2020-05-27 15:13:50;27727;857;27;337;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data analyst with no degree","Data Analyst Salary","Data Analyst Salary Negotation","Salary Negotiation","How to negotiate salary"};2020-05-27 11:13:50;2020;5;Q2;Wednesday;11;0.0309;0.001;Morning
Hsi2BG0SOiQ;Truth About Big Companies | Told by a Fortune 500 Data Analyst;2020-01-21 03:52:15;9743;346;20;345;{"Working at a big company","Big company data analyst","Data analyst","Data analyst at big company","Become a data analyst","Data analyst with no experience","how to learn to become a data analyst"};2020-01-20 22:52:15;2020;1;Q1;Monday;22;0.0355;0.0021;Evening
rLKC--8UYSw;Data Analyst Interview Questions | What To Say vs What NOT To Say;2020-05-20 14:03:02;78843;1879;36;469;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data analyst with no degree","Data Analyst Interview","data analyst interview questions and answers","Data Analyst Interview Questions","Data Analyst interview Questions for freshies","Data Analyst Interview Questions for Beginners","Data Analyst Interview Questions for beginners","Data Analyst Phone interview","Data Analyst In person interview"};2020-05-20 10:03:02;2020;5;Q2;Wednesday;10;0.0238;0.0005;Morning
bhnrIforc7s;Intermediate SQL Tutorial | Updating/Deleting Data;2020-04-16 12:58:52;159276;3528;143;277;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data analyst with no degree","SQL Update","SQL Delete","SQL Update and Delete","Delete SQL","Update SQL","Update and Delete in SQL","SQL updating","SQL Delete data","Intermediate SQL tutorial","Intermediate SQL"};2020-04-16 08:58:52;2020;4;Q2;Thursday;8;0.0222;0.0009;Morning
sua7xKN0cPc;SQL Interview Questions and Answers for Beginners | Data Analyst Interview Questions;2020-05-13 15:00:26;135206;3446;112;482;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","SQL interview questions","SQL for data analysts","SQL technical questions","SQL technical interview questions","SQL interview questions and answers",SQL,"SQL questions and answers","SQL Interview Questions","SQL questions for data analyst","SQL questions for data analysts","sql questions and answers for data analysts","SQL Interview","SQL Interview data analyst"};2020-05-13 11:00:26;2020;5;Q2;Wednesday;11;0.0255;0.0008;Morning
fweZQqB0nwQ;Data Analyst Interview Questions | Phone + In-Person Interview Questions;2020-05-06 15:20:18;86370;1695;62;464;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data analyst with no degree","Data Analyst Interview","data analyst interview questions and answers","Data Analyst Interview Questions","Data Analyst Interview Questions for Beginners","Data Analyst Interview Questions for beginners","Data Analyst Phone interview","Data Analyst In person interview","data analyst interview questions for freshers"};2020-05-06 11:20:18;2020;5;Q2;Wednesday;11;0.0196;0.0007;Morning
oXAwKZWfbW0;Day in the Life of a Data Analyst | Fortune 500 Edition (During Quarantine);2020-04-23 13:08:33;15455;520;52;415;{"Day in the life","A Day in the Life","Day in the life of a data analyst","A Day in the life of a data analyst","What do data analysts do","Data analyst","Fortune 500 Data Analyst","What do data analysts do on a daily basis","life of a data analyst","data analyst day in the life","data scientist day in the life","Quarantine Edition","Data Analyst Quarantine",Quarantine,"Working from Home","data analyst quarantine","Working from home data analyst","Data Analyst work life balance"};2020-04-23 09:08:33;2020;4;Q2;Thursday;9;0.0336;0.0034;Morning
tYBOMw7Ob8E;Intermediate SQL Tutorial | Having Clause;2020-04-09 16:01:02;193467;4924;92;211;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data analyst with no degree","SQL Having","SQL Having statement","SQL Having clause","Having SQL","Having tutorial","SQL having tutorial","Having tutorial sql","Having in SQL","How to use Having in SQL","How to use having clause in sql","Intermediate sql","Intermediate SQL tutorial"};2020-04-09 12:01:02;2020;4;Q2;Thursday;12;0.0255;0.0005;Afternoon
Twusw__OzA8;Intermediate SQL Tutorial | Case Statement | Use Cases;2020-04-02 15:16:37;316020;7564;440;446;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data analyst with no degree","SQL case statement","case statement sql","case statement in sql","how to use a case statement in sql","how to use a case statement","case statement","case statement for sql","case statement tutorial","tutorial for case statement","intermediate sql","intermediate sql tutorial"};2020-04-02 11:16:37;2020;4;Q2;Thursday;11;0.0239;0.0014;Morning
lYKkro6rKm0;Intermediate SQL Tutorial | Unions | Union Operator;2020-03-26 16:51:37;275124;5251;115;325;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data analyst with no degree","SQL Union","How to use a Union","How to use a Union in SQL","Union in SQL","Union SQL","intermediate sql","intermediate sql tutorial"};2020-03-26 12:51:37;2020;3;Q1;Thursday;12;0.0191;0.0004;Afternoon
9URM1_2S0ho;Intermediate SQL Tutorial | Inner/Outer Joins | Use Cases;2020-03-19 15:40:58;567672;9420;478;953;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data analyst with no degree","sql tutorial","intermediate sql turorial","sql join","sql joins tutorial","sql join tutorial","how to do joins in sql","intermediate sql","SQL for data analyst","sql for data analysts","advanced sql","sql for programmers"};2020-03-19 11:40:58;2020;3;Q1;Thursday;11;0.0166;0.0008;Morning
qzZU6LAtIig;Day in the Life of a Data Analyst | Fortune 500 Edition;2020-03-11 13:44:54;126595;2584;261;260;{"Day in the life","A Day in the Life","Day in the life of a data analyst","A Day in the life of a data analyst","A day in the life of a Fortune 500 Data Analyst","What do data analysts do","Data analyst","Data analyst job","Data analyst career","Fortune 500 Data Analyst","What do data analysts do on a daily basis","data analyst job description","life of a data analyst","data analyst day in the life","data scientist day in the life","a day in the life of a data analyst"};2020-03-11 09:44:54;2020;3;Q1;Wednesday;9;0.0204;0.0021;Morning
LXwfzIRD-Ds;SQL Basics Tutorial For Beginners | Group By + Order By Statements | 4/4;2020-03-03 15:06:36;341361;8339;236;489;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analytics","SQL Basics","Basics of SQL","SQL for Beginners","SQL Basics for Beginners","SQL for Data Analysts","sql tutorial","sql tutorial for beginnners","sql for data analysts","sql for data analyst","sql beginner tutorial","SQL Server management studio","SQL Server Management studio tutorial","SQL Group by","SQL Order by","SQL Group by tutorial","SQL order by tutorial"};2020-03-03 10:06:36;2020;3;Q1;Tuesday;10;0.0244;0.0007;Morning
A9TOuDZTPDU;SQL Basics Tutorial For Beginners | Where Statement | 3/4;2020-03-02 16:01:01;359693;6213;156;478;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analytics","SQL Basics","Basics of SQL","SQL for Beginners","SQL Basics for Beginners","SQL for Data Analysts","sql tutorial","sql tutorial for beginnners","sql for data analysts","sql for data analyst","sql beginner tutorial","SQL Server management studio","SQL Server Management studio tutorial","SQL Where statement","SQL where statement tutorial","SQL where"};2020-03-02 11:01:01;2020;3;Q1;Monday;11;0.0173;0.0004;Morning
PyYgERKq25I;SQL Basics Tutorial For Beginners | Select + From Statements | 2/4;2020-03-01 17:02:28;524873;7512;306;374;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analytics","SQL Basics","Basics of SQL","SQL for Beginners","SQL Basics for Beginners","SQL for Data Analysts","sql tutorial","sql tutorial for beginnners","sql for data analysts","sql for data analyst","sql beginner tutorial","SQL Server management studio","SQL Server Management studio tutorial","SQL select statement","SQL from statement","SQL select statement tutorial","SQL from statement tutorial"};2020-03-01 12:02:28;2020;3;Q1;Sunday;12;0.0143;0.0006;Afternoon
Lacbh0VoT3g;Data Analyst Resume | Reviewing YOUR Data Analyst Resumes!;2020-02-24 16:34:51;27120;553;41;1070;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data analyst with no degree","Data Analyst Resume","Complete guide to Creating a Data Analyst Resume","Data Analyst Resume Tips","Data Analyst Resume Templates","Data Analyst Resume Examples","Data Analyst Resume Guide","Creating a Resume","Resume for Data Analyst","Resume for Data Analysts","Resume to become Data Analyst","Resume for Data Analytics",Resume};2020-02-24 11:34:51;2020;2;Q1;Monday;11;0.0204;0.0015;Morning
oZKs2xMbXQE;Data Analyst Salary in 2020;2020-02-19 15:43:59;8297;159;26;224;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data analyst with no degree","Data analyst salary","Data analyst salary with no experience","Data analyst salary 2020","Data analyst salary in 2020","Data analyst Salary with no degree","Salary for Data Analyst","Salary for Data Analyst in 2020","Data Analyst Salary America","Data Analyst Salary USA","Data Analyst salary in usa"};2020-02-19 10:43:59;2020;2;Q1;Wednesday;10;0.0192;0.0031;Morning
N8f7NtDpbxA;Working With a Recruiter to Land Your First Job as a Data Analyst | LinkedIn Recruiters;2020-02-14 18:03:34;15125;643;39;360;{"Data Analyst","How to become a data analyst","Data Analyst Jobs","Data Analyst Job","Working with a Recruiter","Working with a LinkedIn Recruiter","Using Recruiter to get Job","How to work with a recruiter","Data Analyst Recruiter","Data Analyst Skills","Linkedin Recruiter"};2020-02-14 13:03:34;2020;2;Q1;Friday;13;0.0425;0.0026;Afternoon
wcKzdRVsMOw;Switching Careers to Become a Data Analyst | How I Made the Switch;2020-02-11 15:03:18;50715;1815;252;251;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Switching Careers to Become a Data Analyst","Becoming a Data Analyst with No Experience","How I became a Data Analyst","Switch Careers to Data Analyst","Data Analyst from different Career","How to Become Data Analyst from Different Job","Entry Level Data Analyst","Junior Data Analyst Jobs","Career Change to Data Analyst"};2020-02-11 10:03:18;2020;2;Q1;Tuesday;10;0.0358;0.005;Morning
4rfr6A3lO-Y;Data Analyst Resume | Reviewing My Resume! | Fortune 500 Data Analyst;2020-01-30 14:07:55;81354;1763;63;453;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data analyst with no degree","Data Analyst Resume","My Data Analyst Resume","Fortune 500 Data Analyst Resume",Resume,"Business Analyst Resume","Data Science Resume","Data Analyst for Beginners","Data Analyst for Beginners Resume"};2020-01-30 09:07:55;2020;1;Q1;Thursday;9;0.0217;0.0008;Morning
RSlqWnP-Dy8;SQL Basics Tutorial For Beginners | Installing SQL Server Management Studio and Create Tables | 1/4;2020-03-01 00:50:38;1472325;18688;2060;577;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analytics","SQL Basics","Basics of SQL","SQL for Beginners","SQL Basics for Beginners","SQL for Data Analysts","sql tutorial","sql tutorial for beginnners","sql for data analysts","sql for data analyst","sql beginner tutorial","SQL Server management studio","SQL Server Management studio tutorial","SQL Create table","SQL Create table tutorial","SQL Insert into","SQL insert into tutorial","Sql basics for Data Analysts"};2020-02-29 19:50:38;2020;2;Q1;Saturday;19;0.0127;0.0014;Evening
9o9loJpG-t4;Data Analyst Fact Check |  84k Average Starting Salary?? | The Career Force 2020 Data Analyst Salary;2020-02-26 15:11:22;26059;853;162;454;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst Salary","Data Analyst Salary 2020","Data Analyst Fact Check","Data Analyst Fact Checking","The Career Force","Data Analyst The Career Force"};2020-02-26 10:11:22;2020;2;Q1;Wednesday;10;0.0327;0.0062;Morning
Ns-8Jsa3mEM;Data Analyst Resume | Complete Guide To Creating A Data Analyst Resume | Tips + Templates + Examples;2020-02-06 16:00:52;126298;3601;104;678;{"Data Analyst","How to become a data analyst","Data Analyst job","Data Analyst Career","Data Analytics","Data Analyst with no experience","Data analyst with no degree","Data Analyst Resume","Complete guide to Creating a Data Analyst Resume","Data Analyst Resume Tips","Data Analyst Resume Templates","Data Analyst Resume Examples","Data Analyst Resume Guide","Creating a Resume","Resume for Data Analyst","Resume for Data Analysts","Resume to become Data Analyst","Resume for Data Analytics",Resume};2020-02-06 11:00:52;2020;2;Q1;Thursday;11;0.0285;0.0008;Morning
OTq2NRy_AGs;Working at a Big Company Vs Small Company | Told by a Fortune 500 Data Analyst;2020-01-25 16:38:39;15996;428;23;350;{"Data Analyst","How to become a Data Analyst","Big vs Small","Large vs small","Big vs small company","Working at a big company vs small company","Working at a big company","Working at a small company","Data Science","Data Scientist","business analyst","Big company salary","Small company salary","Corporate at big company","Corporate at small company","coworkers at small company","coworkers at big company"};2020-01-25 11:38:39;2020;1;Q1;Saturday;11;0.0268;0.0014;Morning
ya28cb3zFGE;Data Analyst Salary | 100k with No Experience;2020-01-23 03:16:09;66275;2239;228;303;{"Data Analyst Salary","Data analyst with no experience","how to become a data analyst","Data analyst","Data Analyst fortune 500","Data Analyst how to","Data analyst beginner","Data Analyst Salary | 100k with No Experience","100k with no experience","data science","data scientist","business analyst","Data analyst salary with no experience","data analyst salary with no degree"};2020-01-22 22:16:09;2020;1;Q1;Wednesday;22;0.0338;0.0034;Evening
osA1QpBcxRs;Nobody cares... so just do it!;2024-10-24 12:17:57;18565;1828;60;36;{};2024-10-24 08:17:57;2024;10;Q4;Thursday;8;0.0985;0.0032;Morning
UOBTLzWY1vs;#DataAnalyst #AnalystBuilder #SQL;2024-03-01 13:43:29;21921;1515;20;38;{};2024-03-01 08:43:29;2024;3;Q1;Friday;8;0.0691;0.0009;Morning
5y7tLNPVJPA;We did our best;2024-02-08 13:59:09;7119;239;5;9;{};2024-02-08 08:59:09;2024;2;Q1;Thursday;8;0.0336;0.0007;Morning
YDvJqgBv0Uc;#Recruiters #dataanalysis #data;2023-08-03 11:56:30;16966;1154;24;58;{};2023-08-03 07:56:30;2023;8;Q3;Thursday;7;0.068;0.0014;Morning
r5512UY3MTc;1 Million Subscriber Livestream!! Giveaways + Chat;2025-03-05 17:07:10;10268;675;68;6014;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst",livestream};2025-03-05 12:07:10;2025;3;Q1;Wednesday;12;0.0657;0.0066;Afternoon
XuOcmjIbFGg;Taking a look at Real Healthcare Data | ICD11, CPT, HCPCS, Claims;2025-03-04 13:00:44;8534;402;27;916;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-03-04 08:00:44;2025;3;Q1;Tuesday;8;0.0471;0.0032;Morning
Ka2mDrKEAhg;How to Become a Healthcare Analyst in 2025;2025-02-25 13:00:21;26547;1331;106;1072;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-02-25 08:00:21;2025;2;Q1;Tuesday;8;0.0501;0.004;Morning
k8nBWL6K884;What is Healthcare Analytics?;2025-02-18 13:01:11;26399;1303;79;656;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-02-18 08:01:11;2025;2;Q1;Tuesday;8;0.0494;0.003;Morning
WpX2F2BS3Qc;What is Data Cleaning? | Data Fundamentals for Beginners;2025-02-11 13:00:47;21434;756;26;424;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-02-11 08:00:47;2025;2;Q1;Tuesday;8;0.0353;0.0012;Morning
cd_jj0IRmaA;What is Data Collection? | Data Fundamentals for Beginners;2025-02-04 13:00:52;12598;507;14;283;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-02-04 08:00:52;2025;2;Q1;Tuesday;8;0.0402;0.0011;Morning
OcG0B4ny1cE;What are File Types? | Data Fundamentals for Beginners;2025-01-28 13:00:34;8955;341;9;387;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-01-28 08:00:34;2025;1;Q1;Tuesday;8;0.0381;0.001;Morning
hXpt8zj_ajc;What are Data Types? | Data Fundamentals for Beginners;2025-01-21 13:00:55;9872;406;19;294;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-01-21 08:00:55;2025;1;Q1;Tuesday;8;0.0411;0.0019;Morning
TsnGd6p9oTk;Installing R and R Studio | R for Data Analytics Series;2025-06-17 12:00:48;259;34;3;359;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-06-17 08:00:48;2025;6;Q2;Tuesday;8;0.1313;0.0116;Morning
DsI1vG-kXR8;Best Resources to Learn Data Analytics in 2025;2025-06-10 12:00:19;12853;657;30;407;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-06-10 08:00:19;2025;6;Q2;Tuesday;8;0.0511;0.0023;Morning
ho2vzKPAD50;Live Data Analyst Q&A #3;2020-08-29 14:37:52;3100;100;43;3738;{};2020-08-29 10:37:52;2020;8;Q3;Saturday;10;0.0323;0.0139;Morning
4lhPHhPkVLM;Best Resources to Learn Data Visualization in 2025;2025-06-03 12:00:19;9745;298;28;268;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-06-03 08:00:19;2025;6;Q2;Tuesday;8;0.0306;0.0029;Morning
dkU5n0G7FRQ;Best Resources to Learn Excel in 2025;2025-05-27 12:01:27;10759;546;15;289;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-05-27 08:01:27;2025;5;Q2;Tuesday;8;0.0507;0.0014;Morning
kagUDLvrcZ8;Best Resources to Learn Python in 2025;2025-05-20 12:01:32;18020;700;54;309;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-05-20 08:01:32;2025;5;Q2;Tuesday;8;0.0388;0.003;Morning
P5uJYPjUtlc;Best Resources to Learn SQL in 2025;2025-05-13 12:00:49;21658;814;35;371;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-05-13 08:00:49;2025;5;Q2;Tuesday;8;0.0376;0.0016;Morning
dStNNjOKML4;How to Practice for General Technical Interviews | Analyst Builder;2025-05-06 12:01:11;4307;166;18;621;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-05-06 08:01:11;2025;5;Q2;Tuesday;8;0.0385;0.0042;Morning
OQM9x6E3ojo;How to Lie with Data | Biased Data Collection;2025-04-29 12:00:46;3094;100;11;262;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-04-29 08:00:46;2025;4;Q2;Tuesday;8;0.0323;0.0036;Morning
z39SB95JbDo;How to Lie with Data | Correlations;2025-04-22 12:01:50;3258;126;15;213;{"Data Analyst","Data Analyst job","Data Analyst Career","Data Analytics","Alex The Analyst"};2025-04-22 08:01:50;2025;4;Q2;Tuesday;8;0.0387;0.0046;Morning
